FBgn0035189	207.86310008807	2.35990537060039	0.182328597403634	12.9431444337615	2.56895527444634e-38	1.58743086280252e-35	chr3L	1203315	1204795	-	protein_coding	CG9119
FBgn0001226	1188.39103759586	1.55764685857631	0.123521824619327	12.6102967097249	1.85294109158562e-36	1.06865289222048e-33	chr3L	9384062	9385694	+	protein_coding	Hsp27
FBgn0040091	1090.94411316351	-1.46340061438288	0.116293333838783	-12.58370162826	2.59575596919251e-36	1.40349280559277e-33	chr2R	22641785	22643917	-	protein_coding	Ugt317A1
FBgn0040099	858.740248668437	-1.63623036756848	0.130118861160738	-12.5748900118886	2.90203907827953e-36	1.47679647448213e-33	chr2L	7857076	7860120	+	protein_coding	lectin-28C
FBgn0023479	3098.55704032873	-1.43344793545773	0.115450180962277	-12.4161601437949	2.13568392299257e-35	1.0264334232116e-32	chr3L	9074642	9092131	+	protein_coding	teq
FBgn0264753	114.967338028304	-2.43091707618238	0.196412549681076	-12.3765873419472	3.49907346803788e-35	1.59318339852609e-32	chr2R	19311147	19356525	-	protein_coding	Rgk1
FBgn0011260	196.142303063605	1.93650452759777	0.15711239226372	12.325600162381	6.59506322001148e-35	2.85269459581597e-32	chr2R	16500177	16533459	+	protein_coding	Sema2a
FBgn0039419	1812.12278905736	-1.11684352842713	0.091208486663862	-12.2449518600514	1.78783134186754e-34	7.36501378023625e-32	chr3R	26230247	26234700	+	protein_coding	CG12290
FBgn0262733	371.009528424049	1.82613315137762	0.153884797187386	11.8668847394583	1.75896212138811e-32	6.91671877824026e-30	chr3L	4592446	4626196	-	protein_coding	Src64B
FBgn0261552	6035.53705762537	-1.61734618601692	0.137034410363365	-11.8024821774933	3.78965375284256e-32	1.42540411373222e-29	chr3R	9417939	9455500	+	protein_coding	ps
FBgn0033913	5118.11723962841	-1.12623017296789	0.096902709288739	-11.6222774495612	3.17556427655914e-31	1.14465860652138e-28	chr2R	14219897	14230620	+	protein_coding	CG8468
FBgn0037754	218.39337298169	-1.96113655451961	0.170096247066741	-11.5295698073228	9.36102999842802e-31	3.23929082065603e-28	chr3R	9784652	9789323	+	protein_coding	CG8500
FBgn0085359	68.0989508465214	-2.60560460465252	0.226819622921017	-11.4875625446209	1.52350033830826e-30	5.06915439488645e-28	chrX	19068274	19068973	-	protein_coding	CG34330
FBgn0024288	58.8431949734756	-2.55128405046744	0.224463183985294	-11.3661581608617	6.16414359497566e-30	1.97503726815313e-27	chr3R	31065252	31083407	+	protein_coding	Sox100B
FBgn0031150	803.838218739031	1.18389374390488	0.105149796828539	11.2591158481778	2.08843460566197e-29	6.45251706199347e-27	chrX	21053962	21082391	+	protein_coding	bves
FBgn0052407	192.857775362934	-1.80911695721535	0.160806335674976	-11.2502840738313	2.30847366343162e-29	6.88641574563686e-27	chr3L	5922054	5923567	+	protein_coding	CG32407
FBgn0051092	155.651206370697	1.88852456873519	0.168968370824864	11.1767933816007	5.29694756732987e-29	1.52746311349902e-26	chr3R	25698726	25740465	-	protein_coding	LpR2
FBgn0051363	7311.06808545643	0.927156624252439	0.0836911007516576	11.0783179564534	1.59847277770324e-28	4.46077032255184e-26	chr3R	11590385	11619906	-	protein_coding	Jupiter
FBgn0034010	525.879538634805	-1.33216262578543	0.12271823268445	-10.8554580411117	1.87862555973435e-27	5.07874678664434e-25	chr2R	15325502	15326386	-	protein_coding	CG8157
FBgn0283658	1334.55251816393	-1.08366060779298	0.0999864941740578	-10.8380698487791	2.27214190765501e-27	5.95645443731015e-25	chr2L	7426865	7430329	+	protein_coding	muc
FBgn0035147	19507.7643398384	-1.11827059735445	0.105190841341087	-10.6308741625937	2.14096198763885e-26	5.44748886913639e-24	chr3L	648554	651311	+	protein_coding	Gale
FBgn0264437	133.415495049894	2.09110023656214	0.19683888638081	10.6234102163972	2.31930158487556e-26	5.73265086021671e-24	chr2L	8590369	8594489	-	ncRNA	lncRNA:CR43855
FBgn0261673	64.1286595544736	2.24691013733625	0.213566482399944	10.5208931293277	6.92143441766116e-26	1.66325914297741e-23	chr2R	12659496	12670219	-	protein_coding	nemy
FBgn0003748	1082.06931717803	1.03747160376959	0.0990577462208058	10.4734020644585	1.14454162853622e-25	2.67606206174779e-23	chr2R	21074017	21088945	+	protein_coding	Treh
FBgn0001224	583.230032924849	1.34216708732554	0.128414941386108	10.4517984654918	1.43772612243522e-25	3.27309702241766e-23	chr3L	9381881	9382765	+	protein_coding	Hsp23
FBgn0040827	213.809415969489	-1.6596329747715	0.159894461244	-10.3795526240205	3.0721141227805e-25	6.81457930158311e-23	chr3L	9096876	9097494	+	protein_coding	CG13315
FBgn0037468	2974.70678827496	0.909529932150445	0.087908532754592	10.3463213825843	4.34875175424181e-25	9.40526285648647e-23	chr3R	7074858	7077981	+	protein_coding	CG1943
FBgn0261596	16579.9400664631	-1.04359181625669	0.10150004288922	-10.2816884264344	8.52213918936919e-25	1.7981713689569e-22	chr2R	22640525	22641419	-	protein_coding	RpS24
FBgn0283437	5777.06499152111	1.36812627418934	0.133482935697071	10.2494469951889	1.19022535972846e-24	2.45158085405021e-22	chr2R	17887219	17889973	-	protein_coding	PPO1
FBgn0037290	69.6307607595817	2.12228559246402	0.211628008332498	10.0283776669561	1.14380450668215e-23	2.30117506681564e-21	chr3R	4965444	4968485	+	protein_coding	CG1124
FBgn0016715	138.411376147527	-1.83162439606331	0.182685835407893	-10.0260887330085	1.17062244161687e-23	2.30160335055172e-21	chr3L	605164	606569	-	protein_coding	Reg-2
FBgn0039109	456.001011959663	-1.24225032558587	0.124355835062253	-9.98948159500516	1.69465674101649e-23	3.25788343700747e-21	chr3R	23723330	23731499	+	protein_coding	CG10365
FBgn0063649	584.060230873279	-1.14429138724041	0.11949236887683	-9.57627167321392	1.00611418066136e-21	1.89215082106552e-19	chr3R	16154981	16171766	+	protein_coding	CG6006
FBgn0050147	970.712398694494	-0.938934018963634	0.0982053470146075	-9.56092562682939	1.16708157921749e-21	2.14817505144904e-19	chr2R	20606880	20618217	-	protein_coding	Hil
FBgn0038149	1018.14231283321	1.00594332464647	0.105242768978101	9.55831297878331	1.19691785567474e-21	2.15719507696711e-19	chr3R	13398525	13401862	-	protein_coding	GILT1
FBgn0032405	78.4903385256246	1.87424079585378	0.199346046242969	9.40194616937321	5.35630166744931e-21	9.45660525002121e-19	chr2L	12063456	12066775	-	protein_coding	firl
FBgn0053307	1010.98028776145	-1.29014735261477	0.137625839500948	-9.37431050225046	6.96293671489483e-21	1.2047273104111e-18	chr2L	13839261	13841520	-	protein_coding	CG33307
FBgn0260011	88.6331651653228	1.81572338655771	0.19438514633074	9.34085459116467	9.5559662668753e-21	1.62095419950467e-18	chr2L	14047581	14048863	+	protein_coding	NimC4
FBgn0001137	453.066330601041	-1.25241339332318	0.134178700870205	-9.33392099640817	1.02025102526535e-20	1.6973445422251e-18	chr2L	8431085	8433598	-	protein_coding	grk
FBgn0259715	786.375853648377	-1.54827053411792	0.166417354385048	-9.30354012560257	1.35845625808206e-20	2.21735945069206e-18	chr2L	6395852	6397249	-	protein_coding	CG42369
FBgn0003137	4514.48884653499	0.864667460563387	0.0934278368565649	9.25492326115683	2.14384351327046e-20	3.43451670987088e-18	chr3R	28520664	28540324	-	protein_coding	Ppn
FBgn0261584	177.84495299026	-1.70334123394732	0.18544671456476	-9.18507096739364	4.11256047203549e-20	6.468683753378e-18	chr2R	22941876	22945147	+	protein_coding	CG42694
FBgn0001225	408.564940985345	1.20992591299015	0.13193398070612	9.17069208792564	4.69991769101591e-20	7.26053356160333e-18	chr3L	9376417	9377427	-	protein_coding	Hsp26
FBgn0031322	393.266829304385	-1.30853970934265	0.142853579350164	-9.16000645762714	5.1894211865617e-20	7.87608468156934e-18	chr2L	1185756	1196807	+	protein_coding	CG5001
FBgn0024315	91.0209207850807	-1.78552526201586	0.19503890031038	-9.15471354265443	5.45022156110305e-20	8.12928736639698e-18	chr2R	16655322	16667675	-	protein_coding	Picot
FBgn0039464	829.742718107917	0.993489153233051	0.108957619424472	9.11812462938148	7.6435486749444e-20	1.12075151842278e-17	chr3R	26949691	26958491	-	protein_coding	CG6330
FBgn0040271	1095.87445796674	0.908949022224014	0.100211460367631	9.07031011113386	1.18678756362588e-19	1.71114986882124e-17	chr3R	16310541	16339575	-	protein_coding	Sulf1
FBgn0051523	4689.99565752754	-0.754890110258774	0.0848761033494257	-8.89402411831953	5.893489670522e-19	8.35812772781735e-17	chr3R	4465420	4479207	-	protein_coding	CG31523
FBgn0033367	15104.0088463228	1.25379694398806	0.141213855523226	8.87871051563946	6.76398863453992e-19	9.43794607700078e-17	chr2R	9042260	9044709	-	protein_coding	PPO2
FBgn0002868	111.797258434109	-1.6608388978319	0.188200243822216	-8.82484987320639	1.0960674485217e-18	1.50509198367639e-16	chr3R	9783406	9784370	-	protein_coding	MtnA
FBgn0000406	263.086148623517	-1.64818798402403	0.188242582543325	-8.75565964807508	2.02913182768031e-18	2.74281553769725e-16	chr2L	16788773	16790721	-	protein_coding	Cyt-b5-r
FBgn0039257	568.174632091314	-1.01807431058019	0.117380278175267	-8.67329952191837	4.19775873149498e-18	5.58689396710201e-16	chr3R	24984383	25022867	+	protein_coding	tnc
FBgn0036985	1903.93933139776	-1.20371907956635	0.139218419936944	-8.64626304559089	5.32133704003893e-18	6.97498283839043e-16	chr3L	20413603	20424309	+	protein_coding	zye
FBgn0261800	37071.3338157107	-0.727402450788737	0.0841875627167094	-8.64026023934724	5.60851214113625e-18	7.24167739298056e-16	chr2L	7811437	7820771	+	protein_coding	LanB1
FBgn0265276	151.2594530435	1.53518830951089	0.177874851011738	8.63072154820574	6.09661395237945e-18	7.75614813265216e-16	chr3R	11765037	11779128	-	protein_coding	l(3)neo38
FBgn0001258	1507.25670392075	0.857376837986373	0.0998003604193809	8.59091925503581	8.62762505210072e-18	1.08170412066266e-15	chr3L	6259104	6262694	-	protein_coding	Ldh
FBgn0030237	1966.72530106885	-0.895733984323838	0.104485433135419	-8.57281208915425	1.00988213141711e-17	1.24807004555563e-15	chrX	10842204	10842995	+	protein_coding	CG15209
FBgn0262057	726.434535497277	-0.933872306219402	0.109660825435079	-8.51600653664849	1.65149515433615e-17	2.01226543382564e-15	chr3L	20317189	20320116	+	protein_coding	Spn77Ba
FBgn0031449	951.991001671026	-0.842177750174473	0.0999488751523353	-8.42608532503125	3.57421593270455e-17	4.29451972692043e-15	chr2L	2725673	2739830	+	protein_coding	CG31689
FBgn0063498	325.89377303059	-1.22028683983068	0.145021473835783	-8.41452515654676	3.94489612927468e-17	4.67497211155551e-15	chr2R	18399485	18400375	+	protein_coding	GstE2
FBgn0032004	957.687599856007	-1.0796395008069	0.129077208495747	-8.3642922975242	6.04768222541343e-17	7.07006742325022e-15	chr2L	8216850	8218017	-	protein_coding	CG8292
FBgn0267992	391.831546479157	-1.51539741335626	0.18150069322513	-8.34926515391648	6.86889777007826e-17	7.92304461452626e-15	chr2L	500872	502236	-	ncRNA	lncRNA:CR46259
FBgn0033635	2555.50758920745	1.0774590753735	0.129092456130933	8.34641393979432	7.0366873770853e-17	8.00978717094275e-15	chr2R	11436242	11442216	+	protein_coding	Prip
FBgn0031327	754.77772544817	1.10542569831548	0.132806414502075	8.32358664647339	8.53408409980186e-17	9.58809890225791e-15	chr2L	1240035	1243018	+	protein_coding	CG5397
FBgn0051642	105.814150926438	1.55653951094654	0.188558004687939	8.25496384267849	1.51948233680901e-16	1.68526175586342e-14	chr2L	6118511	6120522	+	protein_coding	CG31642
FBgn0030041	83.4773128346127	-1.80878654057677	0.219761580453519	-8.23067679456982	1.86158629823638e-16	2.03855481848645e-14	chrX	8467442	8469012	-	protein_coding	CG12116
FBgn0037239	762.656540125849	-0.86253007663944	0.10497981519592	-8.21615160047417	2.10137781908456e-16	2.27237743911257e-14	chr3R	4378599	4381210	+	protein_coding	Sfxn1-3
FBgn0039479	172.821357539012	1.29482305466402	0.158363452154003	8.17627449422387	2.92754649514882e-16	3.12669194191759e-14	chr3R	27075869	27082818	+	protein_coding	CG14257
FBgn0051038	694.926931057245	-0.915175635079934	0.112316315738038	-8.14819849695262	3.69385676975808e-16	3.89701889209477e-14	chr3R	29877058	29903231	+	protein_coding	CG31038
FBgn0263232	301.536196788606	1.16270197857964	0.143178489628868	8.12064704407391	4.6370477267408e-16	4.83314456434152e-14	chr3L	13965202	13973067	+	protein_coding	Nxf3
FBgn0037153	131.082272175729	1.43566774180914	0.177593100559328	8.08402881242296	6.26615180988084e-16	6.45339039372371e-14	chr3L	22136089	22247702	+	protein_coding	olf413
FBgn0031805	3023.09177383706	-0.869194684949145	0.107632871899314	-8.0755504300047	6.71729382538737e-16	6.83662457452072e-14	chr2L	6367881	6370190	+	protein_coding	Nepl4
FBgn0024491	870.622745651466	0.974297565338016	0.121429777323429	8.02354732762925	1.0273437891001e-15	1.03343617668662e-13	chr3R	16186155	16189564	-	protein_coding	Bin1
FBgn0034885	161.413779412121	1.3389394128774	0.169481084675832	7.90022919335455	2.78391052295244e-15	2.76823102690363e-13	chr2R	23607591	23614710	-	protein_coding	Eglp4
FBgn0052521	2940.91502601438	-0.809009255847181	0.102635937407932	-7.8823195488704	3.21358915067997e-15	3.15917724346959e-13	chrX	21205309	21281171	-	protein_coding	CG32521
FBgn0034389	114.90357820749	-1.53727223152501	0.196525064255997	-7.82227059609316	5.18789398045706e-15	5.04274953089146e-13	chr2R	18761757	18774824	+	protein_coding	Mctp
FBgn0000116	643.215027620601	1.06963558502212	0.138180260275608	7.7408711120436	9.87379535322103e-15	9.49091151119057e-13	chr3L	9048780	9066027	-	protein_coding	Argk
FBgn0027580	1308.41741012392	-0.872646332170969	0.114407900148071	-7.62750064498658	2.39348610757058e-14	2.27538992490034e-12	chr2R	9850702	9861543	-	protein_coding	PCB
FBgn0051195	919.475457472842	0.767532657423565	0.101170063394426	7.58655902419696	3.28512738709311e-14	3.08909098105896e-12	chr3R	20757268	20762369	-	protein_coding	CG31195
FBgn0032598	320.345350065653	0.997841833818972	0.131962539647067	7.5615537294727	3.98282832736659e-14	3.70488686667187e-12	chr2L	16738849	16742610	+	protein_coding	ChLD3
FBgn0051337	946.506556433139	-0.937343354727967	0.124677851532292	-7.51812245084436	5.55684467532656e-14	5.11407056236703e-12	chr3R	13543965	13545400	-	protein_coding	CG31337
FBgn0050069	1308.74586897614	-0.836193191733653	0.11332397677373	-7.37878439796772	1.59741265274703e-13	1.45465440620153e-11	chr2R	14185203	14198368	+	protein_coding	CG30069
FBgn0013763	28071.918814862	-0.665289145961917	0.0903084474559411	-7.36685398435725	1.74701649893178e-13	1.57431663877696e-11	chr2R	16691021	16693751	+	protein_coding	Idgf6
FBgn0034638	1759.16815971935	-0.861724384915746	0.117173996894996	-7.35422881996566	1.92032532664544e-13	1.71265303101131e-11	chr2R	21605675	21608125	-	protein_coding	CG10433
FBgn0261560	1799.02232933725	-0.844437390386037	0.115565379469444	-7.30701006013057	2.73152114526208e-13	2.41126422731247e-11	chr2L	3478433	3479612	+	protein_coding	Thor
FBgn0023549	188.177773216398	-1.27281783821601	0.175005065320229	-7.27303427410499	3.51501090907983e-13	3.0715514519646e-11	chrX	2189187	2205373	+	protein_coding	Mct1
FBgn0040398	4097.27860492211	-0.784549667248504	0.108563281834019	-7.22665761383292	4.95026037456384e-13	4.28247025003518e-11	chrX	1051524	1052631	+	protein_coding	CG14629
FBgn0036373	3781.40411583282	-0.957591714020404	0.132621354718168	-7.22049413577001	5.1799003812886e-13	4.43676417807205e-11	chr3L	13486796	13502492	+	protein_coding	Tgi
FBgn0036299	643.197204702289	0.82537332958553	0.114353630782158	7.21772735977098	5.28635661065936e-13	4.48355598419746e-11	chr3L	12530435	12533724	-	protein_coding	Tsf2
FBgn0004369	784.03180300416	-0.801610405136959	0.111339991389851	-7.19966289857308	6.03616037345396e-13	5.06978867871361e-11	chr3R	29377645	29487131	+	protein_coding	Ptp99A
FBgn0036684	975.889794975767	-0.797578674976445	0.111045989941945	-7.18241762168468	6.84893304411154e-13	5.69712690044317e-11	chr3L	16994716	17012565	-	protein_coding	CG3764
FBgn0040388	1476.68610889789	-0.930558136639633	0.129889078205	-7.16425237209674	7.82122040114531e-13	6.44394073241029e-11	chrX	2444166	2470043	-	protein_coding	boi
FBgn0022160	1304.2754155394	-0.877857693642924	0.12273287271999	-7.15258817126947	8.51567977276113e-13	6.9499194069959e-11	chr2R	15857751	15862755	-	protein_coding	Gpo1
FBgn0051431	2335.62727795675	-0.697364944062231	0.0975309045175528	-7.15019457178032	8.66549846540976e-13	7.00609600226727e-11	chr3R	21870680	21873640	+	protein_coding	CG31431
FBgn0261284	51.4229233597556	1.55016451806477	0.217832232143144	7.11632297393949	1.1084438366458e-12	8.87884039891002e-11	chrX	6986485	6987188	+	protein_coding	bou
FBgn0035968	288.554844580581	0.988539299113291	0.139174806514184	7.10286095502886	1.22200336923301e-12	9.69867077727962e-11	chr3L	9203064	9208853	-	protein_coding	Slc45-1
FBgn0052625	150.210306514425	1.28952134374404	0.181678116373346	7.0978352785984	1.26726094763153e-12	9.96643132541848e-11	chrX	13756163	13756826	-	protein_coding	CG32625
FBgn0038528	155.784873264201	1.19951651966724	0.169264901308374	7.08662286389728	1.37424213642934e-12	1.07104222722975e-10	chr3R	17619099	17619688	+	protein_coding	CG14326
FBgn0037683	1454.77595585556	-0.818578600349143	0.11556320927015	-7.08338411090303	1.40676041779258e-12	1.08659681913604e-10	chr3R	9363304	9364838	+	protein_coding	CG18473
FBgn0030805	335.781015861799	0.902312539798437	0.127982669776243	7.05027127013355	1.78569320629311e-12	1.36708247147272e-10	chrX	16938243	16940873	-	protein_coding	wus
FBgn0031359	657.531575565407	-0.811298406923893	0.11510869715388	-7.04810693703995	1.81368238699094e-12	1.37633037981216e-10	chr2L	1716243	1724388	-	protein_coding	Rim2
FBgn0050463	43.1612480103141	1.58309828244407	0.224799745943386	7.04226010487913	1.8914631095633e-12	1.42287368355062e-10	chr2R	16673234	16732916	-	protein_coding	Pgant9
FBgn0028514	567.337262289506	-0.917612917947518	0.130393072981656	-7.03728270961611	1.96024880922256e-12	1.46190624556762e-10	chr2L	15923394	15926287	+	protein_coding	CG4793
FBgn0004396	2390.58517297746	0.99884244974132	0.142031433718128	7.03254500495714	2.02799860140443e-12	1.49950563254271e-10	chr3L	15535394	15553214	+	protein_coding	CrebA
FBgn0053516	706.839090739559	-0.803315230020632	0.114542386613268	-7.0132573082564	2.32832675845673e-12	1.70697921927197e-10	chr2L	2058789	2109878	-	protein_coding	dpr3
FBgn0000567	253.932072621603	-1.08652036164453	0.155096531986482	-7.00544588411059	2.46200483911789e-12	1.78981545068982e-10	chr3L	17558671	17619325	-	protein_coding	Eip74EF
FBgn0034438	73.6477679784184	1.40492230970797	0.200910388990097	6.99278079530883	2.69490409690869e-12	1.94280127852976e-10	chr2R	19367247	19373702	-	protein_coding	CG9416
FBgn0038198	62.108502781896	1.52384613926307	0.218684451579756	6.96824181259779	3.20926279550893e-12	2.29449028462378e-10	chr3R	14089516	14092425	+	protein_coding	Npc2b
FBgn0005593	33109.9137230787	-0.652795778089123	0.0940420113417656	-6.94153356330019	3.87866050729539e-12	2.75035180726331e-10	chr2L	10201003	10202321	+	protein_coding	RpL7
FBgn0032956	2852.49745246596	0.610216232694099	0.0879960457493248	6.93458697487871	4.0740969159944e-12	2.8654481642494e-10	chr2L	21658734	21663698	+	protein_coding	Cul2
FBgn0003502	1187.71003997491	0.681971320580202	0.0988604788062801	6.89832103601829	5.26207252790405e-12	3.67114430958855e-10	chr2L	8258372	8301079	-	protein_coding	Btk29A
FBgn0031374	2043.03737760421	-0.758969904645702	0.110256226597603	-6.88369199696702	5.83209020091171e-12	4.03627298624697e-10	chr2L	1884621	1944289	+	protein_coding	Wdr62
FBgn0043364	1143.9544715076	-1.00806960830194	0.146669315478376	-6.87307774645315	6.28312992642258e-12	4.3139172217049e-10	chr2L	476445	479688	-	protein_coding	cbt
FBgn0039714	2283.44380986059	-0.644122542955628	0.0937344100500535	-6.87178318625648	6.3404272409099e-12	4.31897921741036e-10	chr3R	29863700	29868895	-	protein_coding	Zip99C
FBgn0033426	365.363842027755	-0.924015357963151	0.134637362490175	-6.86299360647816	6.74322458309643e-12	4.55747155221619e-10	chr2R	9577426	9581847	+	protein_coding	CG1814
FBgn0028990	1327.84635438278	-0.7193263635231	0.105316121631419	-6.83016381898841	8.48177198224394e-12	5.68804724173584e-10	chr2L	6671064	6673347	-	protein_coding	Spn27A
FBgn0027515	443.036119142957	0.823262549318942	0.121657089067484	6.76707420528755	1.31412686622818e-11	8.67825306850383e-10	chr2L	7821150	7825350	+	protein_coding	CG7115
FBgn0004893	469.445955374178	-0.807778620373145	0.119356475000418	-6.76778214479201	1.30771463741665e-11	8.67825306850383e-10	chr2L	3771699	3784121	+	protein_coding	bowl
FBgn0037646	40.5200264626335	-1.55336139502994	0.229798319964682	-6.75967254794848	1.38303960349095e-11	9.06414818924258e-10	chr3R	8980859	8982793	+	protein_coding	CAHbeta
FBgn0034718	488.368539791061	1.1424095217755	0.169038044431559	6.75829826130087	1.3962188206535e-11	9.08172106576947e-10	chr2R	22298213	22311937	-	protein_coding	wdp
FBgn0086365	3431.42386097618	-0.555093571453969	0.0822128602263107	-6.75190681757015	1.45914584152495e-11	9.42020199629282e-10	chr3R	24273028	24275728	+	protein_coding	Orct2
FBgn0028327	4062.11618448947	0.598320027684876	0.0887307702003525	6.74309516680492	1.55047578505651e-11	9.93567853075845e-10	chrX	9551139	9553750	-	protein_coding	l(1)G0320
FBgn0261238	905.950750098098	0.695633860987955	0.103202155940471	6.74049737283792	1.57845358421178e-11	9.96730069855194e-10	chr3R	7094595	7124185	-	protein_coding	Alh
FBgn0031703	88.7187395957919	-1.38801391833514	0.205893685340478	-6.7414108210256	1.56855999964423e-11	9.96730069855194e-10	chr2L	5339131	5342234	-	protein_coding	CG12512
FBgn0038476	1330.67950794971	0.653465182713744	0.0971899728371819	6.72358643219775	1.77305227073145e-11	1.11149820247085e-09	chr3R	17080243	17084781	+	protein_coding	kuk
FBgn0015371	368.773642351112	-0.922073291124144	0.137603930981867	-6.70092260115486	2.0710772425653e-11	1.2797778018166e-09	chr2R	15115235	15144783	+	protein_coding	chn
FBgn0086450	5554.41812549471	-0.55093005338348	0.0822120638704828	-6.70132858179326	2.06533038573999e-11	1.2797778018166e-09	chrX	9196807	9201820	-	protein_coding	su(r)
FBgn0003076	1514.58528761402	0.653325641383462	0.0975494027605295	6.69738227908261	2.12186034050332e-11	1.29269111307706e-09	chr3L	16126017	16128531	-	protein_coding	Pgm1
FBgn0259749	1379.07500882567	-0.665590193794808	0.0993781997164113	-6.69754730609084	2.11946630302086e-11	1.29269111307706e-09	chr2L	6468537	6473904	-	protein_coding	mmy
FBgn0033065	29.7436358354011	1.55531041332829	0.233145784165132	6.67097807021334	2.54104194337727e-11	1.53724152812285e-09	chr2R	6173683	6176195	+	protein_coding	Cyp6w1
FBgn0039113	470.40127509901	0.815682511739594	0.122386475664008	6.66480922270296	2.65009371867224e-11	1.59208060834955e-09	chr3R	23760736	23763263	-	protein_coding	udt
FBgn0029801	1239.94294175484	-0.758165456982205	0.114218374880463	-6.63785890646471	3.18272291228141e-11	1.89887833890665e-09	chrX	5755573	5759751	+	protein_coding	CG15771
FBgn0043841	14976.7171075126	-0.65250731862512	0.0984690703464045	-6.62652055442042	3.4369163572309e-11	2.03649064427428e-09	chr2L	12403269	12423439	-	protein_coding	vir-1
FBgn0024984	117.679403305754	1.16848678235067	0.176703520220563	6.61269668477545	3.77381200596432e-11	2.22090120160526e-09	chrX	2187819	2188919	+	protein_coding	CG3457
FBgn0037680	433.787671171497	0.793863568200491	0.120105482774356	6.60971963862745	3.85048544459873e-11	2.23560735444454e-09	chr3R	9335169	9337459	+	protein_coding	pasi2
FBgn0028542	1161.57183491519	-0.933754126480423	0.141259952330881	-6.61018293630201	3.83845390460108e-11	2.23560735444454e-09	chr2L	13968279	13969976	-	protein_coding	NimB4
FBgn0040752	5094.89338433851	-0.80053976644977	0.121157987095559	-6.60740398252384	3.91117688443384e-11	2.25570608181581e-09	chr2R	14060455	14140902	-	protein_coding	Prosap
FBgn0266064	3270.44102679478	0.555417347319036	0.0840903507207895	6.60500690695444	3.97498811304933e-11	2.27620139046732e-09	chr3R	15141842	15147531	-	protein_coding	GlyS
FBgn0001124	1253.86350990139	0.604547583195737	0.0915412221258864	6.60410216464415	3.99933662410163e-11	2.27620139046732e-09	chr2R	16138351	16141928	+	protein_coding	Got1
FBgn0038805	745.126082058377	0.698204868054637	0.106163293365205	6.57670693817672	4.80981438338984e-11	2.71958851181082e-09	chr3R	20575244	20577010	-	protein_coding	TFAM
FBgn0004507	1809.71057208628	0.821301929585989	0.125456846602911	6.54648950475798	5.89052868034226e-11	3.30902361127538e-09	chr2L	2130812	2137296	+	protein_coding	GlyP
FBgn0036824	3111.34213085921	-0.608757874412247	0.0930862881627649	-6.53971585318571	6.16358240983664e-11	3.44007428564495e-09	chr3L	18893119	18898293	-	protein_coding	CG3902
FBgn0035150	2608.90160916783	0.543823390710875	0.0833930348571306	6.52120877531986	6.97430276020226e-11	3.86760853708396e-09	chr3L	654362	657971	+	protein_coding	Rev1
FBgn0028473	22209.0339598119	-0.562626872027336	0.0864162900276369	-6.51065756059884	7.4822539892206e-11	4.12286492106672e-09	chr2R	9396264	9398734	-	protein_coding	Non1
